lang;filename;key;original;translated
fr;home/04-ablauf/schritt-3.md;title;Schritt 3: Ihr Check-up in der Swiss Vital Praxis;Étape 3 : Votre examen de santé à la Swiss Vital Praxis
fr;home/02-leistungen/ganzkoerper-scan.md;main_content;"Ein Ganzkörperscan erzeugt durch Magnetfelder und Radiowellen hochaflösende Schnittbilder des gesamten Körpers. 

Der Ganzkörper-Scan, insbesondere in Verbindung mit anderen diagnostischen Verfahren, ermöglicht eine umfassende Beurteilung Ihres Gesundheitszustandes und kann frühzeitig auffällige Veränderungen erkennen. Dies ermöglicht eine präventive Behandlung, bevor Symptome auftreten. 

Der Scan ist besonders empfehlenswert für Personen ab 40 Jahren, bei familiärer Vorbelastung oder bei hartnäckigen Beschwerden, deren Ursache unbekannt ist. Unsere Präventionsärzte analysieren alle Befunde und erklären Ihnen das Ergebnis in einem persönlichen Gespräch. 
";"Un scanner du corps entier génère des images de haute résolution du corps tout entier à l'aide de champs magnétiques et d'ondes radio.

Le scanner du corps entier, en particulier en combinaison avec d'autres procédures diagnostiques, permet une évaluation exhaustive de votre état de santé et peut détecter des modifications anormales précocement. Cela permet un traitement préventif avant que les symptômes ne surgissent.

Le scanner est particulièrement recommandé pour les personnes âgées de 40 ans ou plus, en cas d'hérédité familiale ou en présence de plaintes persistantes dont l'origine est inconnue. Nos médecins de prévention examinent tous les rapports et vous expliquent les résultats dans une conversation personnelle."
fr;home/02-leistungen/ganzkoerper-scan.md;title;Ganzkörper-Scan;Échographie intégrale
fr;home/02-leistungen/_index.md;main_content;"Wir verbinden diagnostische Verfahren aus verschiedenen Disziplinen, um für Sie ein umfassendes Gesamtbild zu erzeugen. Gestützt auf die Empehlungen der medizinischen Fachgesellschaften und  abgestimmt auf Ihre Lebenssituation, Ihre Vorgeschichte und Ihren Bedarf.
{{< spacer >}}
";Nous lions des procédures diagnostiques provenant de différentes disciplines pour vous offrir un panorama global. S'appuyant sur les recommandations des sociétés médicales spécialisées et adapté à votre situation de vie, votre histoire médicale et vos besoins.
fr;home/02-leistungen/_index.md;pre_headline;Vernetzte Diagnostik;Diagnostic intégré
fr;home/02-leistungen/_index.md;title;Unser Angebot;Notre offre
fr;home/02-leistungen/sportvorsorge.md;main_content;"Die Sportvorsorge ist ein speziell für Sportler und aktive Menschen konzipiertes Untersuchungsprogramm. Es kombiniert bildgebende Verfahren, Labor- und Leistungsdiagnostik, um Ihre sportliche Gesundheit umfassend zu beurteilen und Ihr Leistungspotenzial zu optimieren.

Im Fokus der MRI-Untersuchung stehen besonders die Strukturen, die beim Sport stark beansprucht werden: Gelenke, Muskeln, Sehnen und Bänder sowie das Herz-Kreislauf-System. Dadurch können wir frühzeitig Überlastungserscheinungen oder Verschleissschäden erkennen und gezielte Gegenmassnahmen einleiten, bevor ernsthafte Verletzungen entstehen.

Die ergänzende Laboranalyse gibt Aufschluss über Ihren Stoffwechsel, Nährstoffversorgung und Entzündungsmarker. Wir bestimmen wichtige Parameter wie Hämoglobin, Ferritin (Eisenspeicher), Vitamin D, Magnesium und bei Bedarf spezifische Hormone, die für die sportliche Leistungsfähigkeit relevant sind.

Die Sportvorsorge ist ideal für Hobby- und Leistungssportler jeder Altersklasse, besonders vor dem Start intensiver Trainingsphasen, bei Leistungsplateaus oder nach Verletzungen.

Unsere Präventionsärzte analysieren alle Befunde und erklären Ihnen das Ergebnis in einem persönlichen Gespräch. 


";"La prévention sportive est un programme d'examen spécialement conçu pour les sportifs et les personnes actives. Il combine des procédures d'imagerie, de laboratoire et de diagnostic fonctionnel pour évaluer votre santé sportive globalement et optimiser votre potentiel performances.

L'enfant de l'examen par imagerie en tant que tel se concentre sur les structures qui sont particulièrement sollicitées au cours du sport : articulations, muscles, tendons et ligaments ainsi que le système cardio-vasculaire. Cela nous permet de détecter précocement des manifestations d'hypercontraction ou des lésions causées par la fatigue et de prendre des mesures ciblées pour éviter les blessures graves.

L'analyse complémentaire du laboratoire apporte des informations sur votre métabolisme, votre approvisionnement en nutriments et vos marqueurs d'inflammation. Nous déterminons des paramètres importants tels que l'hémoglobine, le ferritine (stockage d'énergie), la vitamine D, le magnésium et, si nécessaire, des hormones spécifiques qui sont pertinentes pour les performances sportives.

La prévention sportive est idéale pour les sportifs de loisirs et les athlètes de compétition de tout âge, en particulier avant le démarrage de phases d'entraînement intensives, lors de plateaux de performance ou après des blessures."
fr;home/02-leistungen/sportvorsorge.md;title;Sportvorsorge;Prévention sportive
fr;home/02-leistungen/individual-scan.md;main_content;"Der Individual-Scan ist eine massgeschneiderte MRI-Untersuchung, die sich gezielt auf bestimmte Körperregionen konzentriert, die für Sie von besonderem Interesse sind. Im Gegensatz zum Ganzkörper-Scan ermöglicht dieser fokussierte Ansatz eine noch detailliertere Betrachtung spezifischer Bereiche.

Wir beginnen mit einer ausführlichen Anamnese, bei der wir gemeinsam die zu untersuchenden Bereiche festlegen. Je nach Ihren persönlichen Bedürfnissen oder Beschwerden können wir beispielsweise das Gehirn, die Wirbelsäule, die Gelenke oder die inneren Organe genauer betrachten. Die Untersuchungszeit variiert je nach Umfang zwischen 20 und 40 Minuten.

Der Individual-Scan eignet sich besonders für Personen mit spezifischen Beschwerden, nach Unfällen oder Operationen, bei chronischen Erkrankungen oder zur Verlaufskontrolle bekannter gesundheitlicher Probleme. Die höhere Auflösung und spezifische Ausrichtung ermöglichen eine noch präzisere Diagnostik für denAusschnitt, der Sie besonders interessiert. 

Unsere Präventionsärzte analysieren alle Befunde und erklären Ihnen das Ergebnis in einem persönlichen Gespräch. 
";"Le scan individuel est une investigation MRI personnalisée qui se concentre spécifiquement sur des régions du corps qui vous intéressent particulièrement. En contraste avec le scan intégral, cet approche ciblée permet une analyse plus détaillée de zones spécifiques.

Nous commençons par une anamnèse approfondie au cours de laquelle nous déterminons ensemble les régions à examiner. Selon vos besoins personnels ou vos plaintes, nous pouvons, par exemple, étudier plus en détail le cerveau, la colonne vertébrale, les articulations ou les organes internes. Le temps d'investigation varie selon l'étendue entre 20 et 40 minutes.

Le scan individuel se prête particulièrement aux personnes souffrant de symptômes spécifiques, après des accidents ou des opérations, atteintes de maladies chroniques ou pour le suivi du traitement d'un problème de santé connu. La résolution élevée et l'orientation spécifique permettent une diagnose plus précise pour la zone qui vous intéresse particulièrement.

Les médecins de prévention examinent tous les résultats et vous expliquent le résultat dans un entretien personnalisé."
fr;home/02-leistungen/individual-scan.md;title;Individual-Scan;Échographie individuelle
fr;home/02-leistungen/laboranalyse.md;main_content;"Unsere umfassende Laboranalyse bietet einen detaillierten Einblick in Ihre Stoffwechselprozesse und inneren Körperfunktionen. Durch eine Blutanalyse können wir wichtige Gesundheitsparameter bestimmen und frühzeitig Risiken erkennen, lange bevor klinische Symptome auftreten.

Die Standardanalyse umfasst über 40 verschiedene Parameter, darunter Blutbild, Leber- und Nierenwerte, Elektrolyte, Blutzucker, Cholesterin und weitere Fettwerte, Entzündungsmarker, Schilddrüsenwerte sowie Vitamine und Mineralstoffe. Je nach Ihrer persönlichen Situation können zusätzliche spezifische Tests durchgeführt werden, wie Hormonstatus, Allergietests, genetische Analysen oder spezielle Tumormarker.

Die Laboranalyse kann ideal mit einem MRI-Scan kombiniert werden, um ein umfassendes Bild Ihrer Gesundheit zu erhalten. Dieses ganzheitliche Screening ermöglicht eine präzise Gesundheitsvorsorge auf höchstem Niveau. Die Blutentnahme erfolgt dann in unserem Zentrum, in der Regel a dem Tag, an dem auch das MRI durchgeführt wird. Je nach Umfang der Analysen liegen die Ergebnisse innerhalb von 1-3 Werktagen vor.

Unsere Präventionsärzte analysieren alle Befunde und erklären Ihnen das Ergebnis in einem persönlichen Gespräch. 


";"Notre analyse de laboratoire exhaustive offre un aperçu détaillé de vos processus métaboliques et des fonctions internes de votre corps. En analysant votre sang, nous pouvons déterminer les paramètres de santé importantes et détecter les risques à long terme, même avant que les symptômes cliniques ne surgissent.

L'analyse standard couvre plus de 40 paramètres, notamment le profil sanguin, les valeurs hépatiques et rénales, les électrolytes, la glycémie, le cholestérol et d'autres valeurs lipidiques, des marqueurs d'inflammation, les valeurs thyroidiennes ainsi que les vitamines et minéraux. Selon votre situation personnelle, des tests spécifiques supplémentaires peuvent être effectués, tels que l'état hormonal, les tests d'allergie, les analyses génétiques ou les marqueurs tumoraux spécifiques.

L'analyse de laboratoire peut idéalement être combinée avec un scanner MRI pour obtenir une image globale de votre santé. Ce screening global permet une prudence sanitaire précise au niveau le plus élevé. La prise de sang a lieu dans notre centre, généralement le jour où l'on réalise également le scanner MRI. Selon l'étendue des analyses, les résultats sont disponibles dans les 1-3 jours ouvrables.

Nos médecins de prévention examinent tous les rapports et vous expliquent le résultat dans une conversation personnelle."
fr;home/02-leistungen/laboranalyse.md;title;Laboranalyse;Analyse de laboratoire
it;Untersuchungen/05-gentest.md;main_content;"Hier folgt bald ein Text, in dem wir unsere Gentest-Verfahren erklären.
";"Ecco il testo tradotto in italiano:

[[[Questo è un testo che spiega i nostri metodi di esami genetici.]]]"
it;Untersuchungen/05-gentest.md;title;Analyse genetischer Marker;Analisi dei marcatori genetici
it;Untersuchungen/02-hormontest.md;main_content;"Hier folgt bald ein Text, in dem wir unsere Hormontest-Verfahren erklären.
";"Ecco il testo tradotto:

[[[Seguirà un testo nel quale spiegheremo i nostri metodi di test di ormoni.]]]"
it;Untersuchungen/02-hormontest.md;title;Hormontest;Esame dei hormoni
it;Untersuchungen/03-stoffwechselanalyse.md;main_content;"Hier folgt bald ein Text, in dem wir unsere Stoffwechselanalyse-Verfahren erklären.
";"Ecco il testo tradotto in IT:

[[[In seguito verrà fornito un testo che spiega i nostri metodi di analisi del metabolismo.]]]"
it;Untersuchungen/03-stoffwechselanalyse.md;title;Stoffwechselanalyse;Analisi del metabolismo
it;Untersuchungen/04-vitalstoff-check.md;main_content;"Hier folgt bald ein Text, in dem wir unsere Vitalstoff-Test-Verfahren erklären.
";Seguirà presto un testo che spiegherà i nostri metodi di valutazione delle vitamine e dei minerali.
it;Untersuchungen/04-vitalstoff-check.md;title;Vitalstoff-Test;Esame di sostanze vitali
it;Untersuchungen/01-blutanalyse.md;main_content;"Hier folgt in Kürze eine Beschreibung zu unserer Blutanalyse.
";Ecco una descrizione breve sulla nostra analisi del sangue.
it;Untersuchungen/01-blutanalyse.md;title;Blutanalyse;Analisi ematica
it;geraete/mrt.md;main_content;"Die Magnetresonanztomographie (MRT), auch als Kernspintomographie oder MRI bezeichnet, ist ein bildgebendes Verfahren, das ohne den Einsatz von Röntgenstrahlen funktioniert und auf einem starken Magnetfeld sowie Radiowellen basiert. Diese Technologie ermöglicht es, detaillierte Schnittbilder von Organen und Geweben im Körper zu erstellen, wodurch eine präzise Diagnose vieler Erkrankungen möglich ist.

Das Verfahren ist besonders schonend, da es keine ionisierende Strahlung verwendet. Stattdessen erzeugt das Magnetfeld Bilder, die von einem Computer verarbeitet und von Radiologen analysiert werden. Die Magnetresonanztomographie eignet sich für die Untersuchung des gesamten Körpers, einschließlich der Muskulatur, des Skeletts, des Gehirns, der Organe und der Blutgefäße.

Zu den häufig durchgeführten MRI-Untersuchungen gehören:

- **Muskoloskeletale Untersuchungen:** MRTs der Wirbelsäule, Gelenke (wie Hüfte, Knie, Schulter, Handgelenk), Weichteile und Sehnen.
- **Neuroradiologische Untersuchungen:** MRI von Gehirn, Rückenmark, Nervensträngen sowie spezielle Verfahren wie MR-Angiographie und Myelografie.
- **Thorax, Abdomen und Becken:** Untersuchung der Lunge, Leber, Pankreas, Prostata und anderer Organe. Auch MR-Angiographien sind möglich.
- **Kardiale Untersuchungen:** MRT des Herzens, inklusive Perfusions- und Funktionsanalysen.
- **Spezielle Verfahren:** MR-Arthrografien, MRCP für die Darstellung der Gallenwege, MR-Spektroskopie zur Gewebecharakterisierung.

Während der Untersuchung liegen Sie auf einer Liege, die in die MRT-Röhre geschoben wird. Der Durchmesser beträgt meist 60 bis 70 cm, die Länge 150 bis 200 cm. Für Patienten mit Platzangst stehen oft offene Geräte zur Verfügung. Über einen Meldeschalter können Sie jederzeit mit dem Personal kommunizieren.

Die MRT ist eine nicht-invasive, strahlungsfreie Methode, um präzise Diagnosen zu stellen.
";"La magnetorisonanztomografia (MRT), anche conosciuta come risonanza magnetica o imaging per risonanza magnetica (IRM), è un procedimento di immaginistica che funziona senza l'impiego di raggi X e si basa su un forte campo magnetico e sulle onde radio. Questa tecnologia consente di creare immagini dettagliate degli organi e dei tessuti nel corpo, il che rende possibile una diagnosi precisa di molte malattie.

Il procedimento è particolarmente gentile poiché non utilizza radiazioni ionizzanti. Invece, il campo magnetico crea immagini che vengono elaborate da un computer e analizzate da radiologi. La magnetorisonanztomografia si presta per l'esame del corpo intero, inclusi la muscolatura, lo scheletro, il cervello, gli organi e le vie sanguigne.

Tra le indagini MRI più frequentemente eseguite ci sono:

- **Indagini osteo-muscolari:** MRT della colonna vertebrale, articolazioni (ad esempio, fianchi, ginocchia, spalle, caviglie) e tessuti molli.
- **Indagini neurologiche:** MRI del cervello, midollo spinale, nervi e specifiche tecniche come angiografia per risonanza magnetica e mioelografia.
- **Torace, addome e pelvi:** Indagine dei polmoni, fegato, pancreas, prostata e altri organi. Sono anche possibili angiografie per risonanza magnetica.
- **Indagini cardiache:** MRT del cuore, incluse analisi di perfusione e funzionalità.
- **Tecniche speciali:** Arthrografia per risonanza magnetica, MRCP per visualizzare le vie biliari, spettrosopia per caratterizzare i tessuti.

Durante l'esame, saranno sistemati sulla lettiga che verrà spinta all'interno della camera MRT. Il diametro è generalmente di 60-70 cm e la lunghezza di 150-200 cm. I pazienti con ansia spaziale possono avere accesso a dispositivi aperti. È possibile comunicare con il personale attraverso un interfono in ogni momento.

La MRT è una metodica non invasiva e libera da radiazioni per stabilire diagnosi precise."
it;geraete/mrt.md;title;Magnetresonanztomographie (MRT);Tomografia a risonanza magnetica (TROM)
it;geraete/roentgen.md;main_content;"Das klassische Röntgen ist eines der ältesten bildgebenden Verfahren und wird vor allem zur schnellen Diagnose von Knochenbrüchen und Lungenerkrankungen eingesetzt. Während der Untersuchung werden Röntgenstrahlen durch den Körper geschickt, die je nach Gewebe unterschiedlich absorbiert werden. Dadurch entstehen kontrastreiche Bilder, auf denen Knochen, Organe und Gewebe sichtbar werden.

Typische Einsatzgebiete:

- **Knochen:** Erkennung von Brüchen und Fehlstellungen.
- **Brustkorb:** Untersuchung der Lunge und des Herzens.
- **Gelenke:** Feststellung von Arthrose oder Entzündungen.
- **Zähne:** Kontrolle von Zahn- und Kieferstrukturen.

Die Untersuchung dauert nur wenige Minuten und ist schmerzfrei. Moderne Geräte minimieren die Strahlenbelastung bestmöglich.
";"Il classico raggi X è uno dei più antichi metodi di imaging e viene utilizzato principalmente per una diagnosi rapida delle fratture ossee e delle malattie polmonari. Durante l'esame, i raggi X vengono fatti passare nel corpo, che li assorbe in modo diverso a seconda del tessuto. Ciò genera immagini contrastanti sulle quali si possono vedere ossa, organi e tessuti.

Zone di applicazione tipiche:

- **Ossa:** rilevamento delle fratture e dei difetti.
- **Torace:** esame delle vie aeree e del cuore.
- **Articolazioni:** determinazione dell'artrosi o delle infiammazioni.
- **Denti:** controllo delle strutture dentarie e mascellari.

L'esame dura solo pochi minuti e è indolore. Gli strumenti moderni minimizzano al massimo la esposizione ai raggi X."
it;geraete/roentgen.md;title;Klassisches Röntgen;Risonanza magnetica classica
it;geraete/ct.md;main_content;"Die Computertomographie (CT) ist ein bildgebendes Verfahren, das mithilfe von Röntgenstrahlen detaillierte Querschnittsbilder Ihres Körpers erstellt. Im Gegensatz zum klassischen Röntgen werden bei der CT viele Einzelbilder aus verschiedenen Winkeln aufgenommen, die ein Computer zu einem Gesamtbild zusammensetzt.

Anwendungsgebiete:

- **Thorax:** Erkennung von Lungenkrankheiten, Tumoren, Embolien.
- **Abdomen/Becken:** Diagnose von Leber-, Nieren- und Darmerkrankungen.
- **Kopf:** Feststellung von Schlaganfällen, Blutungen, Schädelverletzungen.
- **Gefäße:** CT-Angiographie zur Gefäßdarstellung.
- **Knochen:** Detaillierte Analyse von Frakturen.

Die Untersuchung ist schnell, effizient und besonders in Notfällen unverzichtbar. Moderne Geräte reduzieren die Strahlenbelastung auf ein Minimum.
";"LA TOMografia computerizzata (CT) è una procedura di imaging che, utilizzando raggi X, produce immagini a sezione trasversale dettagliate del tuo corpo. A differenza della radiologia classica, la CT prende molti frame singoli da angolazioni diverse e li elabora un computer in un'immagine generale.

Aree di applicazione:

- **Torace:** rilevamento di malattie polmonari, tumori, embolie.
- **Addome/regione pelvica:** diagnosi di malattie epatiche, renali e intestinali.
- **Testa:** stabilimento di attacchi cerebrovascolari, emorragie, lesioni craniche.
- **Vasi:** angiografia CT per la rappresentazione dei vasi.
- **Ossicini:** analisi dettagliata delle fratture."
it;geraete/ct.md;title;Computertomographie (CT);Tomografia assiale (CT)
it;geraete/ultraschall.md;main_content;"Der Ultraschall, auch als Sonographie bekannt, ist ein bildgebendes Verfahren, das zur Diagnose zahlreicher Erkrankungen dient. Anders als die MRT oder CT nutzt Ultraschall keine Röntgenstrahlen, sondern hochfrequente Schallwellen. Diese Methode ist schmerzfrei, sicher und wird vor allem zur Untersuchung von Weichteilen eingesetzt.

Während der Untersuchung wird ein Gel auf die Haut aufgetragen, um die Schallwellenübertragung zu verbessern. Der Schallkopf sendet Wellen aus, die vom Körpergewebe reflektiert werden. Ein Computer wandelt diese Signale in Bilder um, die in Echtzeit betrachtet werden können.

Typische Anwendungen sind:

- **Abdomen:** Untersuchung von Leber, Nieren, Gallenblase, Bauchspeicheldrüse.
- **Becken:** Beurteilung von Blase, Gebärmutter, Eierstöcken, Prostata.
- **Gefäße:** Doppler-Ultraschall zur Analyse von Blutfluss und Gefäßverengungen.
- **Muskuloskelettales System:** Diagnostik an Gelenken, Sehnen, Muskeln.

Ultraschall ist flexibel, schnell einsetzbar und birgt keine Strahlenrisiken – ideal auch für Schwangere und Kinder.
";"Il ultrasonografo, noto anche come ecografia, è un procedimento d'immagine che serve per diagnosticare molte patologie. A differenza della Risonanza magnetica (MRT) o del Tomografo a emissione di raggi X (CT), l'ultrasonografia non utilizza raggi X, ma onde sonore ad alta frequenza. Questa tecnica è indolore, sicura e viene utilizzata soprattutto per lo studio dei tessuti molli.

Durante la procedura, un gel viene applicato sulla pelle per migliorare la trasmissione delle onde sonore. La testina dell'ultrasonografo emette onde che vengono riflesse dal tessuto corporeo. Un computer converte questi segnali in immagini che possono essere visualizzate in tempo reale.

Le applicazioni tipiche sono:

- **Addome:** esame della milza, dei reni, della bile, del pancreas.
- **Pelvi:** valutazione dell'uretra, dell'utero, degli ovari, della prostata.
- **Vasi:** ecografia Doppler per l'analisi del flusso sanguigno e delle stenosi vascolari.
- **Sistema muscolo-scheletrico:** diagnosi di articolazioni, tendini, muscoli.

L'ultrasonografia è flessibile, rapidamente applicabile e non presenta rischi da radiazioni – ideale anche per donne in stato di gravidanza e bambini."
it;geraete/ultraschall.md;title;Ultraschall / Sonographie (US);Ecografia
it;standorte/04-genf.md;main_content;"In Genf werden die Untersuchungen bei unserem Partner durchgeführt.

**Die Adresse lautet:**

In Genf haben wir mehrere Partner. Die Adresse erhalten Sie mit der Terminbestätigung.
";"Il lavoro di esame viene effettuato presso nostro partner a Ginevra.

**L'indirizzo è:**

A Ginevra abbiamo diversi partner. L'indirizzo lo riceverete con la conferma del appuntamento."
it;standorte/04-genf.md;title;Genf;Genova
it;standorte/03-basel.md;main_content;"In Basel werden die Untersuchungen bei unserem Partner durchgeführt. 

**Die Adresse lautet:**

In Basel haben wir mehrere Partner. Die Adresse erhalten Sie mit der Terminbestätigung.
";"Nel nostro partner di Basilea vengono eseguite le indagini.

**L'indirizzo è:**

A Basilea abbiamo diversi partner. L'indirizzo lo riceverete con la conferma del appuntamento."
it;standorte/03-basel.md;title;Basel;[Basa]
it;standorte/01-zuerich.md;main_content;"In Zürich werden die Untersuchungen in der Praxis Rimed durchgeführt. 

**Die Adresse lautet:**

Mühlebachstrasse 7
8008 Zürich
";"Nell'area di Zürich, gli esami vengono effettuati nella pratica Rimed. L'indirizzo è:

Mühlebachstrasse 7
8008 Zürich"
it;standorte/01-zuerich.md;title;Zürich;Zurigo
it;standorte/02-bern.md;main_content;"In Bern werden die Untersuchungen bei MRI-Bern durchgeführt. 

**Die Adresse lautet:**

Schwanengasse 5/7

3011 Bern
";"Nella città di Berna le esami sono effettuati presso l'MRI-Berna.

**L'indirizzo è:**

Schwanengasse 5/7

3011 Bern"
it;standorte/02-bern.md;title;Bern;Contesto medico: Tutela della salute e protezione dei dati medici
it;indikationen/01-familiaere-vorbelastung.md;title;Familiäre Vorbelastung;Carico familiare
it;indikationen/01-familiaere-vorbelastung.md;description;Menschen mit einer genetischen Prädisposition zum Beispiel für Krebs oder Aneurysmen möchten sicher gehen, dass bei Ihnen noch alles in Ordnung ist.;Gli uomini con una predisposizione genetica ad esempio per il cancro o gli aneurismi desiderano essere sicuri che tutto stia andando bene con loro.
it;indikationen/05-strahlenangst.md;title;Strahlenbelastung;Esposizione ionizzante
it;indikationen/05-strahlenangst.md;description;Das MRT liefert oft (aber nicht immer) gleichwertige oder bessere Bilder als Röntgen und Computertomografie (CT), ohne den Körper mit Strahlen zu belasten.;Il MRT fornisce spesso (ma non sempre) immagini equivalenti o migliori rispetto alle radiografie e alla tomografia computale (TC), senza carichiare il corpo con raggi X.
it;indikationen/02-sportler-koerperliche-belastung.md;title;Sportler;Atleta
it;indikationen/02-sportler-koerperliche-belastung.md;description;Mikroverletzungen, Gelenkprobleme oder Muskelverletzungen sollen frühzeitig erkannt werden.;Ipnosi microscopiche, lesioni articolari o lesioni muscolari dovrebbero essere riconosciute in modo precoce.
it;indikationen/03-chronische-beschwerden.md;title;Chronische Beschwerden;Dipendenze croniche
it;indikationen/03-chronische-beschwerden.md;description;Erschöpfung, Schmerzen, Schwindel oder Schlafstörungen: Eine umfassende Bildgebung Verdachtsmomente ausschliessen oder die Diagnose erleichtern.;Esaurimento, dolori, vertigini o disturbi del sonno: una imaging completa esclude ipotetiche diagnosi o ne facilita la diagnosi.
it;indikationen/04-stressbelastung.md;title;Menschen mit viel Stress;Persone con molti stress
it;indikationen/04-stressbelastung.md;description;Chronischer Stress ist eine Belastung für den gesamten Körper. Wer den Stress nicht reduzieren kann, möchte sich durch optimale Vorsorge vor gesundheitlichen Folgeschäden schützen.;Il stress cronico è un carico per tutto il corpo. Chi non riesce a ridurre lo stress desidera proteggersi contro lesioni alla salute mediante una prevenzione ottimale.
it;indikationen/06-umfassend.md;title;Umfassende Vorsorge;Prevenzione integrale
it;indikationen/06-umfassend.md;description;Wer einfach nur mit einer einzigen Untersuchung eine breit angelegte Vorsorge möchte, trifft mit einem MRT eine gute Wahl, weil es viele verschiedene Risiken abdeckt.;Chi vuole una sola indagine per una prevenzione ampia, sceglie un buon MRi perché copre molti rischi diversi.
it;home/09-termin-buchen.md;main_content;"Hier kommen Sie ganz einfach zu Ihrem Termin. 

**E-Mail eintragen**, Standort wählen, ab die Post.

{{< spacer >}}   

{{< bookingFormMultilanguage >}}";"Vieni semplicemente al tuo appuntamento.

**Inserisci e-mail**, scegli il luogo, dalla posta.

{{< spacer >}}   

{{< bookingFormMultilanguage >}}"
it;home/09-termin-buchen.md;title;Termin buchen;Riserva ora
it;home/07-datenschutz.md;main_content;Auf Ihre Daten haben nur Sie und Ihre Betreuer bei SwissVital Zugriff. Wir erhöhen nicht die Prämien oder schränken den Versicherungsschutz ein, wenn wir irgendwo ein Risiko entdecken. Wir zeigen Ihnen, wo Sie stehen und helfen Ihnen, die richtigen Schlüsse daraus zu ziehen. Sie haben die volle Kontrolle.;Il tuo accesso ai tuoi dati è il solo e unico punto di riferimento per te e i tuoi curatori presso SwissVital. Non aumentiamo le premiazioni o limitiamo la copertura assicurativa se scopriamo un rischio altrove. Ti mostreremo dove sei e ti aiuteremo a trarre conclusioni giuste da ciò. Hai il controllo totale.
it;home/07-datenschutz.md;pre_headline;Wer liest mit?;Chi legge con noi?
it;home/07-datenschutz.md;title;Ihre Daten bleiben privat;I dati rimangono privati
it;home/07-datenschutz.md;primary_button_text;Scan buchen;Riserva il raggio X
it;home/01-wissen-macht-gesund.md;main_content;"Seit hochauflösende MRT-Untersuchungen des ganzen Körpers möglich sind, ist ein neues Zeitalter der **Früherkennung** angebrochen. Vor allem bei Krebserkrankungen haben MRT-Scans tausende Leben gerettet.

**Und das ist nur der Anfang** 
";"Dopo che è possibile eseguire esami MRI a alta risoluzione su tutto il corpo, è iniziato un nuovo tempo dell'**anticipazione**. In particolare, per le malattie tumorali, gli scanner MRI hanno salvato migliaia di vite.

E questo è solo l'inizio"
it;home/01-wissen-macht-gesund.md;pre_headline;Gesundheit schützen mit Ganzköper-MRI;Proteggere la salute con RM whole-body.
it;home/01-wissen-macht-gesund.md;title;Wissen macht gesund.;La conoscenza è salutare.
it;home/01-wissen-macht-gesund.md;primary_button_text;Scan buchen;Riserva lo scanner
it;home/11-partner.md;main_content;"Wohin geht ein Arzt, wenn er mal zum Arzt muss? 
Die meisten Ärzte doktern erst einmal selbst an sich herum. Aber wenn sie doch Hilfe brauchen, haben sie ein Netzwerk aus guten Leuten, die sie vom Studium kennen oder von der gemeinschaftlichen Betreuung einiger Patient:innen. Zu so einer Person gehen sie, wenn sie mal einen Arzt oder eine Ärztin brauchen. Unsere Partner sind nicht nur approbiert und gut ausgebildet; sie haben ihre Fähigkeiten auch im persönlichen Kontakt mit SwissVital bewiesen. 
";"Dove va un medico quando deve andare dal medico?
La maggior parte dei medici si prendono cura di sé stessi per primi. Ma quando hanno bisogno di aiuto, hanno una rete di persone discrete che conoscono dallo studio o dalla comune gestione di alcuni pazienti. A una simile persona vanno se hanno bisogno di un medico o di una medica. I nostri partner non sono solo approvati e bene formati; hanno anche dimostrato le loro capacità nel contatto personale con SwissVital."
it;home/11-partner.md;pre_headline;Wir haben ein gewachsenes Netzwerk von Partnern, denen wir vertrauen.;Abbiamo un network di partner cresciuto che ci fidiamo.
it;home/11-partner.md;title;Unsere Partner;I nostri partner
it;home/11-partner.md;primary_button_text;Vorsorge buchen;Prenotazioni preventivo
it;home/03-frageboegen/_index.md;main_content;"Von der Stange gibt es bei uns nicht. Wir stimmen jede Untersuchung auf die Bedürfnisse unserer Klienten ab. Beginnen Sie, indem Sie das Feld auswählen, das Ihren Bedarf am besten trifft.  {{< spacer >}}
";Non c'è nulla in serbo per noi. Adattiamo ogni esame alle esigenze dei nostri clienti. Inizia selezionando il campo che meglio si adatta alle tue esigenze.
it;home/03-frageboegen/_index.md;pre_headline;Sprechen wir über Ihren Bedarf.;Parliamo del vostro bisogno.
it;home/03-frageboegen/_index.md;title;Wie können wir helfen?;Come possiamo aiutare?
it;home/03-frageboegen/06-individuell.md;title;Individuelle Vorsorge;Prevenzione individuale
it;home/03-frageboegen/06-individuell.md;description;Vorsorgestrategie für genau festgelegte Risiken;"""Stategy di prevenzione per rischi specifici e ben definiti"""
it;home/03-frageboegen/01-familiaere-vorbelastung.md;title;Familiäre Vorbelastung;Carico familiare pregressa
it;home/03-frageboegen/01-familiaere-vorbelastung.md;description;Krankheiten aufgrund vererbter Anlagen vorbeugen;Prevenire le malattie a causa di strutture ereditarie
it;home/03-frageboegen/02-sportler-koerperliche-belastung.md;title;Sportler;Atletica
it;home/03-frageboegen/02-sportler-koerperliche-belastung.md;description;Beschwerden durch Überlastung vorbeugen;Prevenire sintomi di sovraffollamento
it;home/03-frageboegen/05-breite-vorsorge.md;title;Breite Vorsorge;Prevenzione Integrata
it;home/03-frageboegen/05-breite-vorsorge.md;description;Breite Vorsorge für die wichtigtsten Risiken;Previsione ampia per i rischi più importanti
it;home/03-frageboegen/03-chronische-beschwerden.md;title;Chronische Beschwerden;Danni croniche
